country,year,liters,value
Montenegro,2010,0,0
Noruega,2010,0,0
Nova Zelândia,2010,102683,947043
Paises Baixos (Holanda),2010,0,0
Panamá,2010,0,0
Peru,2010,33,252
Porto Rico,2010,0,0
Portugal,2010,7801759,29299792
Reino Unido,2010,621,22292
Republica Dominicana,2010,0,0
Romênia,2010,0,0
Rússia,2010,0,0
San Marino,2010,0,0
Sérvia,2010,0,0
Síria,2010,0,0
Suíça,2010,2483,8010
"Tcheca, República",2010,0,0
Tunísia,2010,0,0
Turquia,2010,0,0
Ucrânia,2010,0,0
Uruguai,2010,1219387,3175051
Não consta na tabela,2010,0,0
Não declarados,2010,0,0
Outros,2010,0,0
Africa do Sul,2011,507509,2136394
Alemanha,2011,198025,933545
Argélia,2011,0,0
Arábia Saudita,2011,0,0
Argentina,2011,16673491,58806736
Armênia,2011,0,0
Austrália,2011,824440,2811273
Áustria,2011,6357,56227
Bermudas,2011,0,0
Bélgica,2011,0,0
Bolívia,2011,0,0
Bósnia-Herzegovina,2011,0,0
Brasil,2011,93,1164
Bulgária,2011,1097,2527
Canada,2011,2322,35032
Chile,2011,26642889,84952500
China,2011,0,0
"Coreia do Sul, República",2011,0,0
Croácia,2011,450,12388
Emirados Árabes Unidos,2011,0,0
Eslovênia,2011,3600,62602
Eslováquia,2011,0,0
Espanha,2011,1999970,11175636
Estados Unidos,2011,369806,1756901
França,2011,3329437,22917012
Geórgia,2011,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2011,0,0
Grécia,2011,82207,414329
Hong Kong,2011,0,0
Hungria,2011,15073,256240
Indonesia,2011,0,0
Irlanda,2011,0,0
Israel,2011,16382,68676
Itália,2011,12025827,35481781
Japão,2011,0,0
Iugoslavia,2011,0,0
Líbano,2011,17685,137954
Luxemburgo,2011,0,0
Macedônia,2011,0,0
Marrocos,2011,0,0
México,2011,0,0
Moldávia,2011,0,0
Montenegro,2011,0,0
Noruega,2011,0,0
Nova Zelândia,2011,151194,1267863
Paises Baixos (Holanda),2011,0,0
Panamá,2011,0,0
Peru,2011,0,0
Porto Rico,2011,0,0
Portugal,2011,8556375,35247223
Reino Unido,2011,270,6021
Republica Dominicana,2011,0,0
Romênia,2011,0,0
Rússia,2011,0,0
San Marino,2011,0,0
Sérvia,2011,0,0
Síria,2011,0,0
Suíça,2011,0,0
"Tcheca, República",2011,0,0
Tunísia,2011,16420,37492
Turquia,2011,0,0
Ucrânia,2011,0,0
Uruguai,2011,1264306,3481552
Não consta na tabela,2011,0,0
Não declarados,2011,0,0
Outros,2011,0,0
Africa do Sul,2012,722327,3041449
Alemanha,2012,113243,591167
Argélia,2012,0,0
Arábia Saudita,2012,0,0
Argentina,2012,14613839,55633562
Armênia,2012,0,0
Austrália,2012,615334,2474783
Áustria,2012,8098,85116
Bermudas,2012,0,0
Bélgica,2012,0,0
Bolívia,2012,0,0
Bósnia-Herzegovina,2012,0,0
Brasil,2012,1051,15016
Bulgária,2012,0,0
Canada,2012,0,0
Chile,2012,30258795,93315735
China,2012,0,0
"Coreia do Sul, República",2012,0,0
Croácia,2012,630,16571
Emirados Árabes Unidos,2012,0,0
Eslovênia,2012,433,1223
Eslováquia,2012,0,0
Espanha,2012,2540209,11724946
Estados Unidos,2012,379329,1995929
França,2012,3181440,21636175
Geórgia,2012,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2012,0,0
Grécia,2012,68966,323206
Hong Kong,2012,0,0
Hungria,2012,10404,168862
Indonesia,2012,0,0
Irlanda,2012,0,0
Israel,2012,8439,47579
Itália,2012,10506144,30750897
Japão,2012,0,0
Iugoslavia,2012,0,0
Líbano,2012,5805,47826
Luxemburgo,2012,0,0
Macedônia,2012,0,0
Marrocos,2012,450,3851
México,2012,0,0
Moldávia,2012,0,0
Montenegro,2012,0,0
Noruega,2012,0,0
Nova Zelândia,2012,81611,790355
Paises Baixos (Holanda),2012,0,0
Panamá,2012,0,0
Peru,2012,0,0
Porto Rico,2012,0,0
Portugal,2012,9714940,36190898
Reino Unido,2012,406,26466
Republica Dominicana,2012,0,0
Romênia,2012,33750,85321
Rússia,2012,0,0
San Marino,2012,0,0
Sérvia,2012,0,0
Síria,2012,0,0
Suíça,2012,0,0
"Tcheca, República",2012,0,0
Tunísia,2012,19913,42918
Turquia,2012,0,0
Ucrânia,2012,0,0
Uruguai,2012,1323884,3735892
Não consta na tabela,2012,0,0
Não declarados,2012,0,0
Outros,2012,0,0
Africa do Sul,2013,475331,1985184
Alemanha,2013,114866,414070
Argélia,2013,0,0
Arábia Saudita,2013,0,0
Argentina,2013,12732815,49524694
Armênia,2013,0,0
Austrália,2013,553190,1703815
Áustria,2013,56849,227204
Bermudas,2013,0,0
Bélgica,2013,0,0
Bolívia,2013,0,0
Bósnia-Herzegovina,2013,0,0
Brasil,2013,473,5747
Bulgária,2013,5947,21988
Canada,2013,0,0
Chile,2013,28288212,90281256
China,2013,0,0
"Coreia do Sul, República",2013,0,0
Croácia,2013,0,0
Emirados Árabes Unidos,2013,0,0
Eslovênia,2013,2192,25307
Eslováquia,2013,0,0
Espanha,2013,2772104,13570874
Estados Unidos,2013,518888,2817086
França,2013,3265362,23336291
Geórgia,2013,33750,134202
"Geórgia do Sul e Sandwich do Sul, Ilhas",2013,0,0
Grécia,2013,13241,71175
Hong Kong,2013,0,0
Hungria,2013,10911,140198
Indonesia,2013,0,0
Irlanda,2013,0,0
Israel,2013,24622,97645
Itália,2013,8308831,30799292
Japão,2013,0,0
Iugoslavia,2013,0,0
Líbano,2013,6588,75810
Luxemburgo,2013,0,0
Macedônia,2013,0,0
Marrocos,2013,0,0
México,2013,0,0
Moldávia,2013,0,0
Montenegro,2013,0,0
Noruega,2013,0,0
Nova Zelândia,2013,90728,840521
Paises Baixos (Holanda),2013,0,0
Panamá,2013,0,0
Peru,2013,0,0
Porto Rico,2013,0,0
Portugal,2013,9299080,35729522
Reino Unido,2013,127,2789
Republica Dominicana,2013,0,0
Romênia,2013,0,0
Rússia,2013,0,0
San Marino,2013,0,0
Sérvia,2013,0,0
Síria,2013,0,0
Suíça,2013,0,0
"Tcheca, República",2013,0,0
Tunísia,2013,8000,20892
Turquia,2013,0,0
Ucrânia,2013,0,0
Uruguai,2013,1372329,3740613
Não consta na tabela,2013,0,0
Não declarados,2013,0,0
Outros,2013,0,0
Africa do Sul,2014,722715,3033932
Alemanha,2014,115804,483316
Argélia,2014,0,0
Arábia Saudita,2014,0,0
Argentina,2014,13437321,53815956
Armênia,2014,0,0
Austrália,2014,236742,1008851
Áustria,2014,2770,32116
Bermudas,2014,0,0
Bélgica,2014,0,0
Bolívia,2014,0,0
Bósnia-Herzegovina,2014,0,0
Brasil,2014,449,6011
Bulgária,2014,15019,46857
Canada,2014,1530,25958
Chile,2014,35479279,113375484
China,2014,0,0
"Coreia do Sul, República",2014,0,0
Croácia,2014,0,0
Emirados Árabes Unidos,2014,35,1138
Eslovênia,2014,4190,23377
Eslováquia,2014,0,0
Espanha,2014,2760797,12797753
Estados Unidos,2014,788773,4171731
França,2014,3592782,27480375
Geórgia,2014,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2014,0,0
Grécia,2014,24244,107195
Hong Kong,2014,0,0
Hungria,2014,18733,114610
Indonesia,2014,0,0
Irlanda,2014,0,0
Israel,2014,7734,40372
Itália,2014,8566756,31697736
Japão,2014,0,0
Iugoslavia,2014,0,0
Líbano,2014,47610,270145
Luxemburgo,2014,0,0
Macedônia,2014,252,497
Marrocos,2014,0,0
México,2014,0,0
Moldávia,2014,0,0
Montenegro,2014,0,0
Noruega,2014,0,0
Nova Zelândia,2014,106251,843533
Paises Baixos (Holanda),2014,0,0
Panamá,2014,0,0
Peru,2014,3201,7906
Porto Rico,2014,0,0
Portugal,2014,9735153,37071142
Reino Unido,2014,315,9410
Republica Dominicana,2014,0,0
Romênia,2014,4163,5629
Rússia,2014,0,0
San Marino,2014,0,0
Sérvia,2014,0,0
Síria,2014,0,0
Suíça,2014,0,0
"Tcheca, República",2014,0,0
Tunísia,2014,0,0
Turquia,2014,0,0
Ucrânia,2014,0,0
Uruguai,2014,1237537,3782282
Não consta na tabela,2014,0,0
Não declarados,2014,0,0
Outros,2014,0,0
Africa do Sul,2015,743335,2996543
Alemanha,2015,95171,358275
Argélia,2015,0,0
Arábia Saudita,2015,0,0
Argentina,2015,12465041,48043201
Armênia,2015,0,0
Austrália,2015,395030,1261810
Áustria,2015,360,3891
Bermudas,2015,0,0
Bélgica,2015,0,0
Bolívia,2015,0,0
Bósnia-Herzegovina,2015,0,0
Brasil,2015,1359,12919
Bulgária,2015,17244,51678
Canada,2015,0,0
Chile,2015,36686870,107684380
China,2015,0,0
"Coreia do Sul, República",2015,0,0
Croácia,2015,2069,3779
Emirados Árabes Unidos,2015,529,10093
Eslovênia,2015,4640,24190
Eslováquia,2015,0,0
Espanha,2015,3024533,11396855
Estados Unidos,2015,775131,3848755
França,2015,3617130,19353291
Geórgia,2015,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2015,0,0
Grécia,2015,55680,190185
Hong Kong,2015,0,0
Hungria,2015,5117,74688
Indonesia,2015,0,0
Irlanda,2015,0,0
Israel,2015,19028,55248
Itália,2015,8261383,25846195
Japão,2015,0,0
Iugoslavia,2015,0,0
Líbano,2015,6480,56196
Luxemburgo,2015,0,0
Macedônia,2015,0,0
Marrocos,2015,1755,15082
México,2015,0,0
Moldávia,2015,0,0
Montenegro,2015,0,0
Noruega,2015,0,0
Nova Zelândia,2015,117340,950751
Paises Baixos (Holanda),2015,0,0
Panamá,2015,0,0
Peru,2015,0,0
Porto Rico,2015,0,0
Portugal,2015,9952290,32547365
Reino Unido,2015,90,1352
Republica Dominicana,2015,0,0
Romênia,2015,5950,7925
Rússia,2015,0,0
San Marino,2015,0,0
Sérvia,2015,0,0
Síria,2015,0,0
Suíça,2015,1125,6284
"Tcheca, República",2015,0,0
Tunísia,2015,0,0
Turquia,2015,32247,109741
Ucrânia,2015,0,0
Uruguai,2015,1399547,4069100
Não consta na tabela,2015,0,0
Não declarados,2015,0,0
Outros,2015,0,0
Africa do Sul,2016,578829,1686226
Alemanha,2016,158386,606333
Argélia,2016,0,43
Arábia Saudita,2016,0,43
Argentina,2016,14098009,45214862
Armênia,2016,0,0
Austrália,2016,498515,1537834
Áustria,2016,1485,7551
Bermudas,2016,0,0
Bélgica,2016,7,1090
Bolívia,2016,0,0
Bósnia-Herzegovina,2016,0,0
Brasil,2016,183,2127
Bulgária,2016,17777,55253
Canada,2016,0,0
Chile,2016,43400991,123183079
China,2016,108,213
"Coreia do Sul, República",2016,0,0
Croácia,2016,0,0
Emirados Árabes Unidos,2016,2175,35489
Eslovênia,2016,14366,46972
Eslováquia,2016,1305,3878
Espanha,2016,3948614,12221512
Estados Unidos,2016,725420,2924715
França,2016,3831566,15940341
Geórgia,2016,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2016,0,0
Grécia,2016,6568,18637
Hong Kong,2016,0,0
Hungria,2016,8315,58756
Indonesia,2016,0,43
Irlanda,2016,0,43
Israel,2016,12548,44277
Itália,2016,7936409,22216811
Japão,2016,0,0
Iugoslavia,2016,0,0
Líbano,2016,10665,71374
Luxemburgo,2016,0,43
Macedônia,2016,0,0
Marrocos,2016,0,0
México,2016,0,0
Moldávia,2016,0,0
Montenegro,2016,0,0
Noruega,2016,396,253
Nova Zelândia,2016,50177,361030
Paises Baixos (Holanda),2016,0,43
Panamá,2016,0,0
Peru,2016,0,0
Porto Rico,2016,0,0
Portugal,2016,10821232,29495190
Reino Unido,2016,5,255
Republica Dominicana,2016,0,43
Romênia,2016,0,0
Rússia,2016,0,43
San Marino,2016,0,0
Sérvia,2016,0,0
Síria,2016,0,0
Suíça,2016,6,245
"Tcheca, República",2016,0,0
Tunísia,2016,0,0
Turquia,2016,0,0
Ucrânia,2016,5319,9679
Uruguai,2016,2215692,5099162
Não consta na tabela,2016,0,0
Não declarados,2016,0,0
Outros,2016,0,0
Africa do Sul,2017,1138732,3241298
Alemanha,2017,83289,315959
Argélia,2017,0,0
Arábia Saudita,2017,0,0
Argentina,2017,15461740,51770842
Armênia,2017,0,0
Austrália,2017,354641,1246545
Áustria,2017,2655,24629
Bermudas,2017,0,0
Bélgica,2017,4376,45221
Bolívia,2017,0,0
Bósnia-Herzegovina,2017,0,0
Brasil,2017,845617,260135
Bulgária,2017,35284,68234
Canada,2017,0,0
Chile,2017,51787643,145628860
China,2017,1000,613
"Coreia do Sul, República",2017,0,0
Croácia,2017,0,0
Emirados Árabes Unidos,2017,0,0
Eslovênia,2017,0,0
Eslováquia,2017,21424,64828
Espanha,2017,7240535,19834451
Estados Unidos,2017,1372347,4110641
França,2017,5921728,25280255
Geórgia,2017,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2017,0,0
Grécia,2017,40775,139486
Hong Kong,2017,0,0
Hungria,2017,23813,168353
Indonesia,2017,0,0
Irlanda,2017,0,0
Israel,2017,37302,120463
Itália,2017,11538990,33707111
Japão,2017,0,0
Iugoslavia,2017,0,0
Líbano,2017,12737,93480
Luxemburgo,2017,0,0
Macedônia,2017,0,0
Marrocos,2017,0,0
México,2017,0,0
Moldávia,2017,0,0
Montenegro,2017,0,0
Noruega,2017,5,27
Nova Zelândia,2017,31379,248412
Paises Baixos (Holanda),2017,0,0
Panamá,2017,0,0
Peru,2017,0,0
Porto Rico,2017,0,0
Portugal,2017,17345709,45032247
Reino Unido,2017,16,1033
Republica Dominicana,2017,0,0
Romênia,2017,18509,52150
Rússia,2017,0,0
San Marino,2017,0,0
Sérvia,2017,0,0
Síria,2017,398,269
Suíça,2017,138,2873
"Tcheca, República",2017,0,0
Tunísia,2017,0,0
Turquia,2017,0,0
Ucrânia,2017,865,931
Uruguai,2017,5009098,7751966
Não consta na tabela,2017,0,0
Não declarados,2017,0,0
Outros,2017,0,0
Africa do Sul,2018,1127053,3574371
Alemanha,2018,142971,516975
Argélia,2018,0,0
Arábia Saudita,2018,563,3249
Argentina,2018,15221318,52817642
Armênia,2018,0,0
Austrália,2018,3518,21664
Áustria,2018,513995,1567866
Bermudas,2018,0,0
Bélgica,2018,163,1201
Bolívia,2018,0,0
Bósnia-Herzegovina,2018,0,0
Brasil,2018,18040,121806
Bulgária,2018,16166,17550
Canada,2018,301,17418
Chile,2018,51104825,144731210
China,2018,5,472
"Coreia do Sul, República",2018,0,0
Croácia,2018,0,0
Emirados Árabes Unidos,2018,0,0
Eslovênia,2018,20976,68521
Eslováquia,2018,10800,17938
Espanha,2018,5595268,19353631
Estados Unidos,2018,548655,2584781
França,2018,4653789,22688105
Geórgia,2018,8164,20416
"Geórgia do Sul e Sandwich do Sul, Ilhas",2018,0,0
Grécia,2018,41601,135185
Hong Kong,2018,0,0
Hungria,2018,23742,113405
Indonesia,2018,36,210
Irlanda,2018,107,954
Israel,2018,40354,182017
Itália,2018,10154564,34857594
Japão,2018,0,0
Iugoslavia,2018,0,0
Líbano,2018,19742,150044
Luxemburgo,2018,5,42
Macedônia,2018,0,0
Marrocos,2018,0,0
México,2018,134,804
Moldávia,2018,0,0
Montenegro,2018,0,0
Noruega,2018,0,0
Nova Zelândia,2018,130854,686193
Paises Baixos (Holanda),2018,283,8719
Panamá,2018,0,0
Peru,2018,77,653
Porto Rico,2018,47,404
Portugal,2018,17698831,53237413
Reino Unido,2018,4126,51034
Republica Dominicana,2018,2,13
Romênia,2018,13719,9695
Rússia,2018,17483,66160
San Marino,2018,0,0
Sérvia,2018,0,0
Síria,2018,0,0
Suíça,2018,559,7647
"Tcheca, República",2018,0,0
Tunísia,2018,0,0
Turquia,2018,1591,1245
Ucrânia,2018,0,0
Uruguai,2018,2836574,8467846
Não consta na tabela,2018,0,0
Não declarados,2018,0,0
Outros,2018,0,0
Africa do Sul,2019,1092042,3604038
Alemanha,2019,101055,412794
Argélia,2019,0,0
Arábia Saudita,2019,0,0
Argentina,2019,16548931,54527380
Armênia,2019,0,0
Austrália,2019,16292,1214643
Áustria,2019,348289,128379
Bermudas,2019,0,0
Bélgica,2019,7,30
Bolívia,2019,0,0
Bósnia-Herzegovina,2019,0,0
Brasil,2019,29295,246008
Bulgária,2019,10944,9915
Canada,2019,0,0
Chile,2019,52697108,145471294
China,2019,317,2458
"Coreia do Sul, República",2019,0,0
Croácia,2019,450,2900
Emirados Árabes Unidos,2019,0,0
Eslovênia,2019,30968,101190
Eslováquia,2019,459,3160
Espanha,2019,5797980,17111436
Estados Unidos,2019,534870,2400830
França,2019,5324383,24299524
Geórgia,2019,21748,41161
"Geórgia do Sul e Sandwich do Sul, Ilhas",2019,0,0
Grécia,2019,21251,70881
Hong Kong,2019,0,0
Hungria,2019,34591,146500
Indonesia,2019,258,1464
Irlanda,2019,179,1705
Israel,2019,52237,182602
Itália,2019,10323254,33355982
Japão,2019,153,1429
Iugoslavia,2019,0,0
Líbano,2019,21836,167358
Luxemburgo,2019,0,0
Macedônia,2019,1323,874
Marrocos,2019,2250,16816
México,2019,646,3927
Moldávia,2019,0,0
Montenegro,2019,1701,5440
Noruega,2019,0,0
Nova Zelândia,2019,133179,776830
Paises Baixos (Holanda),2019,634,5297
Panamá,2019,17,96
Peru,2019,0,0
Porto Rico,2019,21,115
Portugal,2019,18228699,51444189
Reino Unido,2019,4819,46623
Republica Dominicana,2019,0,0
Romênia,2019,5196,6706
Rússia,2019,0,0
San Marino,2019,0,0
Sérvia,2019,0,0
Síria,2019,641,409
Suíça,2019,4510,63619
"Tcheca, República",2019,0,0
Tunísia,2019,0,0
Turquia,2019,0,0
Ucrânia,2019,4646,3074
Uruguai,2019,2778244,7938059
Não consta na tabela,2019,0,0
Não declarados,2019,0,0
Outros,2019,0,0
Africa do Sul,2020,627150,1701072
Alemanha,2020,136992,504168
Argélia,2020,0,0
Arábia Saudita,2020,0,0
Argentina,2020,22610267,66322932
Armênia,2020,0,0
Austrália,2020,212595,792051
Áustria,2020,6540,52348
Bermudas,2020,0,0
Bélgica,2020,0,0
Bolívia,2020,0,0
Bósnia-Herzegovina,2020,1218,902
Brasil,2020,4347,41213
Bulgária,2020,23110,58319
Canada,2020,0,0
Chile,2020,72726186,176540499
China,2020,0,0
"Coreia do Sul, República",2020,0,0
Croácia,2020,0,0
Emirados Árabes Unidos,2020,0,0
Eslovênia,2020,11392,39771
Eslováquia,2020,0,0
Espanha,2020,7169384,19802061
Estados Unidos,2020,366584,2119234
França,2020,5658139,24894394
Geórgia,2020,20274,42948
"Geórgia do Sul e Sandwich do Sul, Ilhas",2020,0,0
Grécia,2020,61181,219292
Hong Kong,2020,311,2776
Hungria,2020,5254,25250
Indonesia,2020,0,0
Irlanda,2020,0,0
Israel,2020,38239,224349
Itália,2020,9659999,32477890
Japão,2020,0,0
Iugoslavia,2020,0,0
Líbano,2020,12384,45908
Luxemburgo,2020,0,0
Macedônia,2020,0,0
Marrocos,2020,2160,8326
México,2020,33,181
Moldávia,2020,5832,8965
Montenegro,2020,0,0
Noruega,2020,0,0
Nova Zelândia,2020,15372,89763
Paises Baixos (Holanda),2020,2285,22990
Panamá,2020,0,0
Peru,2020,0,0
Porto Rico,2020,54,1090
Portugal,2020,23627260,66353572
Reino Unido,2020,2586,22935
Republica Dominicana,2020,0,0
Romênia,2020,30635,70269
Rússia,2020,0,0
San Marino,2020,0,0
Sérvia,2020,0,0
Síria,2020,0,0
Suíça,2020,735,5848
"Tcheca, República",2020,0,0
Tunísia,2020,0,0
Turquia,2020,17563,55039
Ucrânia,2020,0,0
Uruguai,2020,4079076,10146829
Não consta na tabela,2020,0,0
Não declarados,2020,0,0
Outros,2020,0,0
Africa do Sul,2021,859169,2508140
Alemanha,2021,106541,546967
Argélia,2021,0,0
Arábia Saudita,2021,2510,8761
Argentina,2021,26869241,79527959
Armênia,2021,0,0
Austrália,2021,366875,1383093
Áustria,2021,13427,141822
Bermudas,2021,10,141
Bélgica,2021,0,0
Bolívia,2021,0,0
Bósnia-Herzegovina,2021,0,0
Brasil,2021,12602,39816
Bulgária,2021,34185,105623
Canada,2021,0,0
Chile,2021,69617587,182568098
China,2021,0,0
"Coreia do Sul, República",2021,0,0
Croácia,2021,17343,78954
Emirados Árabes Unidos,2021,0,0
Eslovênia,2021,42944,172141
Eslováquia,2021,0,0
Espanha,2021,8793911,23795616
Estados Unidos,2021,506405,2809649
França,2021,6241310,31428188
Geórgia,2021,19188,32901
"Geórgia do Sul e Sandwich do Sul, Ilhas",2021,1838,2915
Grécia,2021,13619,55228
Hong Kong,2021,0,0
Hungria,2021,20174,160816
Indonesia,2021,0,0
Irlanda,2021,0,0
Israel,2021,60281,298732
Itália,2021,11231625,39852162
Japão,2021,0,0
Iugoslavia,2021,0,0
Líbano,2021,24194,78872
Luxemburgo,2021,0,0
Macedônia,2021,0,0
Marrocos,2021,986,6958
México,2021,4,19
Moldávia,2021,25998,66480
Montenegro,2021,0,0
Noruega,2021,0,0
Nova Zelândia,2021,21995,137547
Paises Baixos (Holanda),2021,0,0
Panamá,2021,0,0
Peru,2021,0,0
Porto Rico,2021,0,0
Portugal,2021,25925363,75668823
Reino Unido,2021,1164,9357
Republica Dominicana,2021,0,0
Romênia,2021,33770,99562
Rússia,2021,32179,64905
San Marino,2021,1095,2237
Sérvia,2021,3471,8302
Síria,2021,484,1280
Suíça,2021,7,157
"Tcheca, República",2021,225,5528
Tunísia,2021,0,0
Turquia,2021,0,0
Ucrânia,2021,0,0
Uruguai,2021,3788831,10063341
Não consta na tabela,2021,0,0
Não declarados,2021,0,0
Outros,2021,0,0
Africa do Sul,2022,738116,2266827
Alemanha,2022,92600,438595
Argélia,2022,0,0
Arábia Saudita,2022,0,0
Argentina,2022,27980574,87519642
Armênia,2022,2385,13668
Austrália,2022,579279,1590059
Áustria,2022,7403,53974
Bermudas,2022,1,4
Bélgica,2022,0,0
Bolívia,2022,0,0
Bósnia-Herzegovina,2022,0,0
Brasil,2022,1,5
Bulgária,2022,29929,43221
Canada,2022,884,11607
Chile,2022,68881232,184335335
China,2022,0,0
"Coreia do Sul, República",2022,0,0
Croácia,2022,887,35563
Emirados Árabes Unidos,2022,0,0
Eslovênia,2022,31509,127726
Eslováquia,2022,0,0
Espanha,2022,6487047,17187749
Estados Unidos,2022,393211,3023220
França,2022,4911903,25955232
Geórgia,2022,12506,26983
"Geórgia do Sul e Sandwich do Sul, Ilhas",2022,1788,2797
Grécia,2022,45440,148515
Hong Kong,2022,0,0
Hungria,2022,29260,160168
Indonesia,2022,0,0
Irlanda,2022,0,0
Israel,2022,19589,82489
Itália,2022,9622119,33330465
Japão,2022,0,0
Iugoslavia,2022,0,0
Líbano,2022,30149,182548
Luxemburgo,2022,0,0
Macedônia,2022,0,0
Marrocos,2022,13932,46497
México,2022,0,0
Moldávia,2022,38336,70282
Montenegro,2022,0,0
Noruega,2022,0,0
Nova Zelândia,2022,52265,403597
Paises Baixos (Holanda),2022,0,0
Panamá,2022,0,0
Peru,2022,17861,84084
Porto Rico,2022,0,0
Portugal,2022,24108787,64795326
Reino Unido,2022,1655,19595
Republica Dominicana,2022,0,0
Romênia,2022,47715,99616
Rússia,2022,0,0
San Marino,2022,0,0
Sérvia,2022,0,0
Síria,2022,1094,5187
Suíça,2022,0,0
"Tcheca, República",2022,4950,12044
Tunísia,2022,0,0
Turquia,2022,22087,38817
Ucrânia,2022,0,0
Uruguai,2022,3394161,9867675
Não consta na tabela,2022,0,0
Não declarados,2022,0,0
Outros,2022,0,0
