country,year,liters,value,name
Tunísia,1982,0,0,Tunisia
Turquia,1982,0,0,Turkey
Ucrânia,1982,0,0,Ukraine
Uruguai,1982,0,0,Uruguay
Não consta na tabela,1982,0,0,
Não declarados,1982,0,0,
Outros,1982,22104,30505,
Africa do Sul,1983,0,0,South Africa
Alemanha,1983,850055,908380,Germany
Argélia,1983,0,0,Algeria
Arábia Saudita,1983,0,0,Saudi Arabia
Argentina,1983,132634,188625,Argentina
Austrália,1983,0,0,Australia
Áustria,1983,8400,7581,Austria
Bélgica,1983,0,0,Belgium
Bolívia,1983,0,0,Bolivia
Brasil,1983,0,0,Brazil
Bulgária,1983,0,0,Bulgaria
Canada,1983,0,0,
Chile,1983,598657,781217,Chile
China,1983,0,0,China
"Coreia do Sul, República",1983,0,0,
Croácia,1983,0,0,Croatia
Emirados Árabes Unidos,1983,0,0,United Arab Emirates
Eslovênia,1983,0,0,Slovenia
Eslováquia,1983,0,0,Slovakia
Espanha,1983,65961,60450,Spain
Estados Unidos,1983,21654,24570,United States
França,1983,267008,329128,France
Geórgia,1983,0,0,Georgia
Grécia,1983,0,0,Greece
Hungria,1983,0,0,Hungary
Indonesia,1983,0,0,
Irlanda,1983,0,0,Ireland
Israel,1983,0,0,Israel
Itália,1983,266333,308260,Italy
Japão,1983,0,0,Japan
Iugoslavia,1983,0,0,
Líbano,1983,0,0,Lebanon
Luxemburgo,1983,0,0,Luxembourg
Macedônia,1983,0,0,Macedonia
Marrocos,1983,0,0,Morocco
México,1983,0,0,Mexico
Montenegro,1983,0,0,Montenegro
Noruega,1983,0,0,Norway
Nova Zelândia,1983,0,0,New Zealand
Paises Baixos (Holanda),1983,0,0,
Panamá,1983,0,0,Panama
Peru,1983,0,0,Peru
Porto Rico,1983,0,0,Puerto Rico
Portugal,1983,1189656,1338370,Portugal
Reino Unido,1983,0,0,United Kingdom
Republica Dominicana,1983,0,0,
Romênia,1983,0,0,Romania
Rússia,1983,0,0,Russia
Síria,1983,0,0,Syria
Suíça,1983,0,0,Switzerland
Tunísia,1983,0,0,Tunisia
Turquia,1983,0,0,Turkey
Ucrânia,1983,0,0,Ukraine
Uruguai,1983,0,0,Uruguay
Não consta na tabela,1983,0,0,
Não declarados,1983,0,0,
Outros,1983,6738,5862,
Africa do Sul,1984,0,0,South Africa
Alemanha,1984,586645,564129,Germany
Argélia,1984,0,0,Algeria
Arábia Saudita,1984,0,0,Saudi Arabia
Argentina,1984,42438,64603,Argentina
Austrália,1984,0,0,Australia
Áustria,1984,0,0,Austria
Bélgica,1984,0,0,Belgium
Bolívia,1984,0,0,Bolivia
Brasil,1984,0,0,Brazil
Bulgária,1984,0,0,Bulgaria
Canada,1984,0,0,
Chile,1984,490217,527176,Chile
China,1984,0,0,China
"Coreia do Sul, República",1984,0,0,
Croácia,1984,0,0,Croatia
Emirados Árabes Unidos,1984,0,0,United Arab Emirates
Eslovênia,1984,0,0,Slovenia
Eslováquia,1984,0,0,Slovakia
Espanha,1984,7200,8421,Spain
Estados Unidos,1984,0,0,United States
França,1984,117087,138156,France
Geórgia,1984,0,0,Georgia
Grécia,1984,0,0,Greece
Hungria,1984,0,0,Hungary
Indonesia,1984,0,0,
Irlanda,1984,0,0,Ireland
Israel,1984,0,0,Israel
Itália,1984,132321,141201,Italy
Japão,1984,0,0,Japan
Iugoslavia,1984,0,0,
Líbano,1984,0,0,Lebanon
Luxemburgo,1984,0,0,Luxembourg
Macedônia,1984,0,0,Macedonia
Marrocos,1984,0,0,Morocco
México,1984,0,0,Mexico
Montenegro,1984,0,0,Montenegro
Noruega,1984,0,0,Norway
Nova Zelândia,1984,0,0,New Zealand
Paises Baixos (Holanda),1984,0,0,
Panamá,1984,0,0,Panama
Peru,1984,0,0,Peru
Porto Rico,1984,0,0,Puerto Rico
Portugal,1984,536706,531515,Portugal
Reino Unido,1984,0,0,United Kingdom
Republica Dominicana,1984,0,0,
Romênia,1984,0,0,Romania
Rússia,1984,0,0,Russia
Síria,1984,0,0,Syria
Suíça,1984,0,0,Switzerland
Tunísia,1984,0,0,Tunisia
Turquia,1984,0,0,Turkey
Ucrânia,1984,0,0,Ukraine
Uruguai,1984,0,0,Uruguay
Não consta na tabela,1984,0,0,
Não declarados,1984,0,0,
Outros,1984,26490,34499,
Africa do Sul,1985,0,0,South Africa
Alemanha,1985,1069717,1122438,Germany
Argélia,1985,0,0,Algeria
Arábia Saudita,1985,0,0,Saudi Arabia
Argentina,1985,114570,164424,Argentina
Austrália,1985,0,0,Australia
Áustria,1985,11830,5016,Austria
Bélgica,1985,0,0,Belgium
Bolívia,1985,0,0,Bolivia
Brasil,1985,0,0,Brazil
Bulgária,1985,0,0,Bulgaria
Canada,1985,0,0,
Chile,1985,1114665,1195151,Chile
China,1985,0,0,China
"Coreia do Sul, República",1985,0,0,
Croácia,1985,0,0,Croatia
Emirados Árabes Unidos,1985,0,0,United Arab Emirates
Eslovênia,1985,0,0,Slovenia
Eslováquia,1985,0,0,Slovakia
Espanha,1985,61924,59833,Spain
Estados Unidos,1985,11025,15805,United States
França,1985,540136,735516,France
Geórgia,1985,0,0,Georgia
Grécia,1985,0,0,Greece
Hungria,1985,0,0,Hungary
Indonesia,1985,0,0,
Irlanda,1985,0,0,Ireland
Israel,1985,0,0,Israel
Itália,1985,327976,385365,Italy
Japão,1985,0,0,Japan
Iugoslavia,1985,14238,11619,
Líbano,1985,0,0,Lebanon
Luxemburgo,1985,0,0,Luxembourg
Macedônia,1985,0,0,Macedonia
Marrocos,1985,0,0,Morocco
México,1985,0,0,Mexico
Montenegro,1985,0,0,Montenegro
Noruega,1985,0,0,Norway
Nova Zelândia,1985,0,0,New Zealand
Paises Baixos (Holanda),1985,0,0,
Panamá,1985,0,0,Panama
Peru,1985,0,0,Peru
Porto Rico,1985,0,0,Puerto Rico
Portugal,1985,1484998,1406897,Portugal
Reino Unido,1985,0,0,United Kingdom
Republica Dominicana,1985,0,0,
Romênia,1985,0,0,Romania
Rússia,1985,0,0,Russia
Síria,1985,0,0,Syria
Suíça,1985,0,0,Switzerland
Tunísia,1985,0,0,Tunisia
Turquia,1985,0,0,Turkey
Ucrânia,1985,0,0,Ukraine
Uruguai,1985,0,0,Uruguay
Não consta na tabela,1985,0,0,
Não declarados,1985,0,0,
Outros,1985,5400,12812,
Africa do Sul,1986,0,0,South Africa
Alemanha,1986,2357113,3008737,Germany
Argélia,1986,0,0,Algeria
Arábia Saudita,1986,0,0,Saudi Arabia
Argentina,1986,170413,242678,Argentina
Austrália,1986,0,0,Australia
Áustria,1986,1740,3508,Austria
Bélgica,1986,0,0,Belgium
Bolívia,1986,0,0,Bolivia
Brasil,1986,0,0,Brazil
Bulgária,1986,0,0,Bulgaria
Canada,1986,0,0,
Chile,1986,1347894,1416109,Chile
China,1986,0,0,China
"Coreia do Sul, República",1986,0,0,
Croácia,1986,0,0,Croatia
Emirados Árabes Unidos,1986,0,0,United Arab Emirates
Eslovênia,1986,0,0,Slovenia
Eslováquia,1986,0,0,Slovakia
Espanha,1986,52429,61130,Spain
Estados Unidos,1986,5796,9218,United States
França,1986,625421,980754,France
Geórgia,1986,0,0,Georgia
Grécia,1986,0,0,Greece
Hungria,1986,0,0,Hungary
Indonesia,1986,0,0,
Irlanda,1986,0,0,Ireland
Israel,1986,0,0,Israel
Itália,1986,430029,601494,Italy
Japão,1986,0,0,Japan
Iugoslavia,1986,0,0,
Líbano,1986,0,0,Lebanon
Luxemburgo,1986,0,0,Luxembourg
Macedônia,1986,0,0,Macedonia
Marrocos,1986,0,0,Morocco
México,1986,0,0,Mexico
Montenegro,1986,0,0,Montenegro
Noruega,1986,0,0,Norway
Nova Zelândia,1986,0,0,New Zealand
Paises Baixos (Holanda),1986,0,0,
Panamá,1986,0,0,Panama
Peru,1986,0,0,Peru
Porto Rico,1986,0,0,Puerto Rico
Portugal,1986,2270772,2258643,Portugal
Reino Unido,1986,0,0,United Kingdom
Republica Dominicana,1986,0,0,
Romênia,1986,0,0,Romania
Rússia,1986,0,0,Russia
Síria,1986,0,0,Syria
Suíça,1986,0,0,Switzerland
Tunísia,1986,0,0,Tunisia
Turquia,1986,0,0,Turkey
Ucrânia,1986,0,0,Ukraine
Uruguai,1986,0,0,Uruguay
Não consta na tabela,1986,0,0,
Não declarados,1986,0,0,
Outros,1986,15717,18768,
Africa do Sul,1987,0,0,South Africa
Alemanha,1987,1307519,1863924,Germany
Argélia,1987,0,0,Algeria
Arábia Saudita,1987,0,0,Saudi Arabia
Argentina,1987,98854,136841,Argentina
Austrália,1987,0,0,Australia
Áustria,1987,2520,7650,Austria
Bélgica,1987,0,0,Belgium
Bolívia,1987,0,0,Bolivia
Brasil,1987,0,0,Brazil
Bulgária,1987,0,0,Bulgaria
Canada,1987,0,0,
Chile,1987,914549,1008445,Chile
China,1987,0,0,China
"Coreia do Sul, República",1987,0,0,
Croácia,1987,0,0,Croatia
Emirados Árabes Unidos,1987,0,0,United Arab Emirates
Eslovênia,1987,0,0,Slovenia
Eslováquia,1987,0,0,Slovakia
Espanha,1987,71472,101606,Spain
Estados Unidos,1987,16517,17965,United States
França,1987,340250,653846,France
Geórgia,1987,0,0,Georgia
Grécia,1987,0,0,Greece
Hungria,1987,0,0,Hungary
Indonesia,1987,0,0,
Irlanda,1987,0,0,Ireland
Israel,1987,0,0,Israel
Itália,1987,306950,467597,Italy
Japão,1987,0,0,Japan
Iugoslavia,1987,17835,14390,
Líbano,1987,0,0,Lebanon
Luxemburgo,1987,0,0,Luxembourg
Macedônia,1987,0,0,Macedonia
Marrocos,1987,0,0,Morocco
México,1987,0,0,Mexico
Montenegro,1987,0,0,Montenegro
Noruega,1987,0,0,Norway
Nova Zelândia,1987,0,0,New Zealand
Paises Baixos (Holanda),1987,0,0,
Panamá,1987,0,0,Panama
Peru,1987,0,0,Peru
Porto Rico,1987,0,0,Puerto Rico
Portugal,1987,1477093,1610041,Portugal
Reino Unido,1987,0,0,United Kingdom
Republica Dominicana,1987,0,0,
Romênia,1987,0,0,Romania
Rússia,1987,0,0,Russia
Síria,1987,0,0,Syria
Suíça,1987,0,0,Switzerland
Tunísia,1987,0,0,Tunisia
Turquia,1987,0,0,Turkey
Ucrânia,1987,0,0,Ukraine
Uruguai,1987,0,0,Uruguay
Não consta na tabela,1987,0,0,
Não declarados,1987,0,0,
Outros,1987,28,40,
Africa do Sul,1988,0,0,South Africa
Alemanha,1988,2029271,2757417,Germany
Argélia,1988,0,0,Algeria
Arábia Saudita,1988,0,0,Saudi Arabia
Argentina,1988,414931,590758,Argentina
Austrália,1988,0,0,Australia
Áustria,1988,1800,7045,Austria
Bélgica,1988,0,0,Belgium
Bolívia,1988,0,0,Bolivia
Brasil,1988,0,0,Brazil
Bulgária,1988,0,0,Bulgaria
Canada,1988,0,0,
Chile,1988,1240065,1474473,Chile
China,1988,0,0,China
"Coreia do Sul, República",1988,0,0,
Croácia,1988,0,0,Croatia
Emirados Árabes Unidos,1988,0,0,United Arab Emirates
Eslovênia,1988,0,0,Slovenia
Eslováquia,1988,0,0,Slovakia
Espanha,1988,67339,108259,Spain
Estados Unidos,1988,6120,7880,United States
França,1988,435573,724549,France
Geórgia,1988,0,0,Georgia
Grécia,1988,0,0,Greece
Hungria,1988,0,0,Hungary
Indonesia,1988,0,0,
Irlanda,1988,0,0,Ireland
Israel,1988,0,0,Israel
Itália,1988,410419,703116,Italy
Japão,1988,0,0,Japan
Iugoslavia,1988,20160,17700,
Líbano,1988,0,0,Lebanon
Luxemburgo,1988,0,0,Luxembourg
Macedônia,1988,0,0,Macedonia
Marrocos,1988,0,0,Morocco
México,1988,0,0,Mexico
Montenegro,1988,0,0,Montenegro
Noruega,1988,0,0,Norway
Nova Zelândia,1988,0,0,New Zealand
Paises Baixos (Holanda),1988,0,0,
Panamá,1988,0,0,Panama
Peru,1988,0,0,Peru
Porto Rico,1988,0,0,Puerto Rico
Portugal,1988,1454323,1884873,Portugal
Reino Unido,1988,0,0,United Kingdom
Republica Dominicana,1988,0,0,
Romênia,1988,0,0,Romania
Rússia,1988,0,0,Russia
Síria,1988,0,0,Syria
Suíça,1988,0,0,Switzerland
Tunísia,1988,0,0,Tunisia
Turquia,1988,0,0,Turkey
Ucrânia,1988,0,0,Ukraine
Uruguai,1988,0,0,Uruguay
Não consta na tabela,1988,0,0,
Não declarados,1988,0,0,
Outros,1988,435,450,
Africa do Sul,1989,0,0,South Africa
Alemanha,1989,2885143,4074739,Germany
Argélia,1989,0,0,Algeria
Arábia Saudita,1989,0,0,Saudi Arabia
Argentina,1989,716062,1153585,Argentina
Austrália,1989,0,0,Australia
Áustria,1989,0,0,Austria
Bélgica,1989,0,0,Belgium
Bolívia,1989,0,0,Bolivia
Brasil,1989,0,0,Brazil
Bulgária,1989,0,0,Bulgaria
Canada,1989,0,0,
Chile,1989,2020687,2675722,Chile
China,1989,0,0,China
"Coreia do Sul, República",1989,0,0,
Croácia,1989,0,0,Croatia
Emirados Árabes Unidos,1989,0,0,United Arab Emirates
Eslovênia,1989,0,0,Slovenia
Eslováquia,1989,0,0,Slovakia
Espanha,1989,54954,130171,Spain
Estados Unidos,1989,14400,53390,United States
França,1989,701300,1422973,France
Geórgia,1989,0,0,Georgia
Grécia,1989,0,0,Greece
Hungria,1989,0,0,Hungary
Indonesia,1989,0,0,
Irlanda,1989,0,0,Ireland
Israel,1989,0,0,Israel
Itália,1989,750290,1341632,Italy
Japão,1989,0,0,Japan
Iugoslavia,1989,17100,19150,
Líbano,1989,0,0,Lebanon
Luxemburgo,1989,0,0,Luxembourg
Macedônia,1989,0,0,Macedonia
Marrocos,1989,0,0,Morocco
México,1989,0,0,Mexico
Montenegro,1989,0,0,Montenegro
Noruega,1989,0,0,Norway
Nova Zelândia,1989,0,0,New Zealand
Paises Baixos (Holanda),1989,0,0,
Panamá,1989,0,0,Panama
Peru,1989,0,0,Peru
Porto Rico,1989,0,0,Puerto Rico
Portugal,1989,1690391,2924935,Portugal
Reino Unido,1989,0,0,United Kingdom
Republica Dominicana,1989,0,0,
Romênia,1989,0,0,Romania
Rússia,1989,0,0,Russia
Síria,1989,0,0,Syria
Suíça,1989,0,0,Switzerland
Tunísia,1989,0,0,Tunisia
Turquia,1989,0,0,Turkey
Ucrânia,1989,0,0,Ukraine
Uruguai,1989,0,0,Uruguay
Não consta na tabela,1989,0,0,
Não declarados,1989,0,0,
Outros,1989,10788,21458,
Africa do Sul,1990,0,0,South Africa
Alemanha,1990,3342223,5875679,Germany
Argélia,1990,0,0,Algeria
Arábia Saudita,1990,0,0,Saudi Arabia
Argentina,1990,455774,721398,Argentina
Austrália,1990,0,0,Australia
Áustria,1990,0,0,Austria
Bélgica,1990,0,0,Belgium
Bolívia,1990,0,0,Bolivia
Brasil,1990,0,0,Brazil
Bulgária,1990,0,0,Bulgaria
Canada,1990,0,0,
Chile,1990,1530497,2034195,Chile
China,1990,0,0,China
"Coreia do Sul, República",1990,0,0,
Croácia,1990,0,0,Croatia
Emirados Árabes Unidos,1990,0,0,United Arab Emirates
Eslovênia,1990,0,0,Slovenia
Eslováquia,1990,0,0,Slovakia
Espanha,1990,132157,503357,Spain
Estados Unidos,1990,27900,142509,United States
França,1990,479460,1807082,France
Geórgia,1990,0,0,Georgia
Grécia,1990,0,0,Greece
Hungria,1990,0,0,Hungary
Indonesia,1990,0,0,
Irlanda,1990,0,0,Ireland
Israel,1990,0,0,Israel
Itália,1990,497616,1284638,Italy
Japão,1990,0,0,Japan
Iugoslavia,1990,38640,44100,
Líbano,1990,0,0,Lebanon
Luxemburgo,1990,0,0,Luxembourg
Macedônia,1990,0,0,Macedonia
Marrocos,1990,0,0,Morocco
México,1990,0,0,Mexico
Montenegro,1990,0,0,Montenegro
Noruega,1990,0,0,Norway
Nova Zelândia,1990,0,0,New Zealand
Paises Baixos (Holanda),1990,0,0,
Panamá,1990,0,0,Panama
Peru,1990,0,0,Peru
Porto Rico,1990,0,0,Puerto Rico
Portugal,1990,1423882,2793037,Portugal
Reino Unido,1990,0,0,United Kingdom
Republica Dominicana,1990,0,0,
Romênia,1990,0,0,Romania
Rússia,1990,0,0,Russia
Síria,1990,0,0,Syria
Suíça,1990,0,0,Switzerland
Tunísia,1990,0,0,Tunisia
Turquia,1990,0,0,Turkey
Ucrânia,1990,0,0,Ukraine
Uruguai,1990,0,0,Uruguay
Não consta na tabela,1990,0,0,
Não declarados,1990,0,0,
Outros,1990,65835,145083,
Africa do Sul,1991,0,0,South Africa
Alemanha,1991,3096425,4545305,Germany
Argélia,1991,0,0,Algeria
Arábia Saudita,1991,0,0,Saudi Arabia
Argentina,1991,852441,1493649,Argentina
Austrália,1991,0,0,Australia
Áustria,1991,6180,21658,Austria
Bélgica,1991,0,0,Belgium
Bolívia,1991,0,0,Bolivia
Brasil,1991,0,0,Brazil
Bulgária,1991,0,0,Bulgaria
Canada,1991,0,0,
Chile,1991,1424430,1869655,Chile
China,1991,0,0,China
"Coreia do Sul, República",1991,0,0,
Croácia,1991,0,0,Croatia
Emirados Árabes Unidos,1991,0,0,United Arab Emirates
Eslovênia,1991,0,0,Slovenia
Eslováquia,1991,0,0,Slovakia
Espanha,1991,52892,169698,Spain
Estados Unidos,1991,25655,62170,United States
França,1991,503488,1870305,France
Geórgia,1991,0,0,Georgia
Grécia,1991,0,0,Greece
Hungria,1991,0,0,Hungary
Indonesia,1991,0,0,
Irlanda,1991,0,0,Ireland
Israel,1991,0,0,Israel
Itália,1991,566035,1331248,Italy
Japão,1991,0,0,Japan
Iugoslavia,1991,25650,31825,
Líbano,1991,0,0,Lebanon
Luxemburgo,1991,0,0,Luxembourg
Macedônia,1991,0,0,Macedonia
Marrocos,1991,0,0,Morocco
México,1991,0,0,Mexico
Montenegro,1991,0,0,Montenegro
Noruega,1991,0,0,Norway
Nova Zelândia,1991,0,0,New Zealand
Paises Baixos (Holanda),1991,0,0,
Panamá,1991,0,0,Panama
Peru,1991,0,0,Peru
Porto Rico,1991,0,0,Puerto Rico
Portugal,1991,1361858,2525520,Portugal
Reino Unido,1991,0,0,United Kingdom
Republica Dominicana,1991,0,0,
Romênia,1991,0,0,Romania
Rússia,1991,0,0,Russia
Síria,1991,0,0,Syria
Suíça,1991,0,0,Switzerland
Tunísia,1991,0,0,Tunisia
Turquia,1991,0,0,Turkey
Ucrânia,1991,0,0,Ukraine
Uruguai,1991,0,0,Uruguay
Não consta na tabela,1991,0,0,
Não declarados,1991,0,0,
Outros,1991,97662,161151,
Africa do Sul,1992,0,0,South Africa
Alemanha,1992,2515557,3644055,Germany
Argélia,1992,0,0,Algeria
Arábia Saudita,1992,0,0,Saudi Arabia
Argentina,1992,444896,815668,Argentina
Austrália,1992,0,0,Australia
Áustria,1992,0,0,Austria
Bélgica,1992,20700,30575,Belgium
Bolívia,1992,0,0,Bolivia
Brasil,1992,0,0,Brazil
Bulgária,1992,0,0,Bulgaria
Canada,1992,0,0,
Chile,1992,1073114,1421889,Chile
China,1992,0,0,China
"Coreia do Sul, República",1992,0,0,
Croácia,1992,0,0,Croatia
Emirados Árabes Unidos,1992,0,0,United Arab Emirates
Eslovênia,1992,0,0,Slovenia
Eslováquia,1992,0,0,Slovakia
Espanha,1992,51921,144087,Spain
Estados Unidos,1992,16836,44552,United States
França,1992,356417,888246,France
Geórgia,1992,0,0,Georgia
Grécia,1992,0,0,Greece
Hungria,1992,0,0,Hungary
Indonesia,1992,0,0,
Irlanda,1992,0,0,Ireland
Israel,1992,0,0,Israel
Itália,1992,540439,1307032,Italy
Japão,1992,0,0,Japan
Iugoslavia,1992,25596,31968,
Líbano,1992,0,0,Lebanon
Luxemburgo,1992,0,0,Luxembourg
Macedônia,1992,0,0,Macedonia
Marrocos,1992,0,0,Morocco
México,1992,0,0,Mexico
Montenegro,1992,0,0,Montenegro
Noruega,1992,0,0,Norway
Nova Zelândia,1992,0,0,New Zealand
Paises Baixos (Holanda),1992,0,0,
Panamá,1992,0,0,Panama
Peru,1992,0,0,Peru
Porto Rico,1992,0,0,Puerto Rico
Portugal,1992,1034446,1792170,Portugal
Reino Unido,1992,0,0,United Kingdom
Republica Dominicana,1992,0,0,
Romênia,1992,0,0,Romania
Rússia,1992,0,0,Russia
Síria,1992,0,0,Syria
Suíça,1992,0,0,Switzerland
Tunísia,1992,0,0,Tunisia
Turquia,1992,0,0,Turkey
Ucrânia,1992,0,0,Ukraine
Uruguai,1992,11247,21795,Uruguay
Não consta na tabela,1992,0,0,
Não declarados,1992,0,0,
Outros,1992,24465,59352,
Africa do Sul,1993,0,0,South Africa
Alemanha,1993,5721360,7155615,Germany
Argélia,1993,0,0,Algeria
Arábia Saudita,1993,0,0,Saudi Arabia
Argentina,1993,359542,795068,Argentina
Austrália,1993,0,0,Australia
Áustria,1993,3580,5128,Austria
Bélgica,1993,882,1391,Belgium
Bolívia,1993,0,0,Bolivia
Brasil,1993,0,0,Brazil
Bulgária,1993,0,0,Bulgaria
Canada,1993,0,0,
Chile,1993,1633996,2655683,Chile
China,1993,0,0,China
"Coreia do Sul, República",1993,0,0,
Croácia,1993,0,0,Croatia
Emirados Árabes Unidos,1993,0,0,United Arab Emirates
Eslovênia,1993,0,0,Slovenia
Eslováquia,1993,0,0,Slovakia
Espanha,1993,48534,128664,Spain
Estados Unidos,1993,77914,177471,United States
França,1993,924323,2132215,France
Geórgia,1993,0,0,Georgia
Grécia,1993,0,0,Greece
Hungria,1993,0,0,Hungary
Indonesia,1993,0,0,
Irlanda,1993,0,0,Ireland
Israel,1993,0,0,Israel
Itália,1993,1333424,2404136,Italy
Japão,1993,0,0,Japan
Iugoslavia,1993,8550,10500,
Líbano,1993,0,0,Lebanon
Luxemburgo,1993,0,0,Luxembourg
Macedônia,1993,0,0,Macedonia
Marrocos,1993,0,0,Morocco
México,1993,0,0,Mexico
Montenegro,1993,0,0,Montenegro
Noruega,1993,0,0,Norway
Nova Zelândia,1993,0,0,New Zealand
Paises Baixos (Holanda),1993,0,0,
Panamá,1993,0,0,Panama
Peru,1993,0,0,Peru
Porto Rico,1993,0,0,Puerto Rico
Portugal,1993,1678448,2873315,Portugal
Reino Unido,1993,0,0,United Kingdom
Republica Dominicana,1993,0,0,
Romênia,1993,0,0,Romania
Rússia,1993,0,0,Russia
Síria,1993,0,0,Syria
Suíça,1993,0,0,Switzerland
Tunísia,1993,0,0,Tunisia
Turquia,1993,0,0,Turkey
Ucrânia,1993,0,0,Ukraine
Uruguai,1993,33040,69221,Uruguay
Não consta na tabela,1993,0,0,
Não declarados,1993,0,0,
Outros,1993,146730,412893,
Africa do Sul,1994,0,0,South Africa
Alemanha,1994,11047710,16068528,Germany
Argélia,1994,0,0,Algeria
Arábia Saudita,1994,0,0,Saudi Arabia
Argentina,1994,446315,730091,Argentina
Austrália,1994,0,0,Australia
Áustria,1994,910,5612,Austria
Bélgica,1994,0,0,Belgium
Bolívia,1994,0,0,Bolivia
Brasil,1994,0,0,Brazil
Bulgária,1994,0,0,Bulgaria
Canada,1994,0,0,
Chile,1994,2347724,3822138,Chile
China,1994,0,0,China
"Coreia do Sul, República",1994,0,0,
Croácia,1994,0,0,Croatia
Emirados Árabes Unidos,1994,0,0,United Arab Emirates
Eslovênia,1994,0,0,Slovenia
Eslováquia,1994,0,0,Slovakia
Espanha,1994,166267,362863,Spain
Estados Unidos,1994,93789,212884,United States
França,1994,1821215,3935308,France
Geórgia,1994,0,0,Georgia
Grécia,1994,0,0,Greece
Hungria,1994,0,0,Hungary
Indonesia,1994,0,0,
Irlanda,1994,0,0,Ireland
Israel,1994,0,0,Israel
Itália,1994,2745848,5058009,Italy
Japão,1994,0,0,Japan
Iugoslavia,1994,25920,36000,
Líbano,1994,0,0,Lebanon
Luxemburgo,1994,0,0,Luxembourg
Macedônia,1994,0,0,Macedonia
Marrocos,1994,0,0,Morocco
México,1994,0,0,Mexico
Montenegro,1994,0,0,Montenegro
Noruega,1994,0,0,Norway
Nova Zelândia,1994,0,0,New Zealand
Paises Baixos (Holanda),1994,0,0,
Panamá,1994,0,0,Panama
Peru,1994,0,0,Peru
Porto Rico,1994,0,0,Puerto Rico
Portugal,1994,2549247,4471214,Portugal
Reino Unido,1994,0,0,United Kingdom
Republica Dominicana,1994,0,0,
Romênia,1994,0,0,Romania
Rússia,1994,0,0,Russia
Síria,1994,0,0,Syria
Suíça,1994,0,0,Switzerland
Tunísia,1994,0,0,Tunisia
Turquia,1994,0,0,Turkey
Ucrânia,1994,0,0,Ukraine
Uruguai,1994,35219,72528,Uruguay
Não consta na tabela,1994,0,0,
Não declarados,1994,0,0,
Outros,1994,174758,289230,
Africa do Sul,1995,0,0,South Africa
Alemanha,1995,11919346,19758144,Germany
Argélia,1995,0,0,Algeria
Arábia Saudita,1995,0,0,Saudi Arabia
Argentina,1995,1397904,1992083,Argentina
Austrália,1995,0,0,Australia
Áustria,1995,1080,6205,Austria
Bélgica,1995,0,0,Belgium
Bolívia,1995,0,0,Bolivia
Brasil,1995,0,0,Brazil
Bulgária,1995,0,0,Bulgaria
Canada,1995,0,0,
Chile,1995,2622381,4165531,Chile
China,1995,0,0,China
"Coreia do Sul, República",1995,0,0,
Croácia,1995,0,0,Croatia
Emirados Árabes Unidos,1995,0,0,United Arab Emirates
Eslovênia,1995,0,0,Slovenia
Eslováquia,1995,0,0,Slovakia
Espanha,1995,385466,669208,Spain
Estados Unidos,1995,142331,313916,United States
França,1995,2043172,5026251,France
Geórgia,1995,0,0,Georgia
Grécia,1995,0,0,Greece
Hungria,1995,0,0,Hungary
Indonesia,1995,0,0,
Irlanda,1995,0,0,Ireland
Israel,1995,0,0,Israel
Itália,1995,3859353,7542440,Italy
Japão,1995,0,0,Japan
Iugoslavia,1995,51840,81408,
Líbano,1995,0,0,Lebanon
Luxemburgo,1995,0,0,Luxembourg
Macedônia,1995,0,0,Macedonia
Marrocos,1995,0,0,Morocco
México,1995,0,0,Mexico
Montenegro,1995,0,0,Montenegro
Noruega,1995,0,0,Norway
Nova Zelândia,1995,0,0,New Zealand
Paises Baixos (Holanda),1995,0,0,
